subject,field,value,source,observed,confidence,note
warmoesstraat-24,coordinate,"52.37591,4.898844",placesdata-2011,2011-07-18,0.4,geocoded alongside a GooglePlacePage; never eligible for OSM
warmoesstraat-24,key_photo,PicturesOriginal/IMG_0027.JPG,photos-2009,2009-10-04,1.0,Apple iPhone 3GS
warmoesstraat-24,trading,true,photos-2009,2009-10-04,1.0,"photographed open; presence attested, not a claim about today"
warmoesstraat-24,coordinate,"52.3753333,4.8988333",photos-2009,2009-10-04,0.9,"own GPS, DOP 5.0, camera bearing 226.9 deg true"
warmoesstraat-24,photo_heading,226.9,photos-2009,2009-10-04,1.0,the shopfront lies along this bearing from the fix
warmoesstraat-37,name,Hunter's III,placesdata-2011,2011-07-18,0.7,
warmoesstraat-37,kind,coffeeshop,placesdata-2011,2011-07-18,0.8,
warmoesstraat-37,phone,+31 20 612 0107,placesdata-2011,2011-07-18,0.5,"seventeen years stale, verify before use"
warmoesstraat-37,coordinate,"52.37556,4.898735",placesdata-2011,2011-07-18,0.4,geocoded alongside a GooglePlacePage; never eligible for OSM
warmoesstraat-37,key_photo,PicturesOriginal/IMG_0021.JPG,photos-2009,2009-10-04,1.0,Apple iPhone 3GS
warmoesstraat-37,trading,true,photos-2009,2009-10-04,1.0,"photographed open; presence attested, not a claim about today"
warmoesstraat-37,coordinate,"52.3755,4.8983333",photos-2009,2009-10-04,0.6,"own GPS, camera bearing 9.9 deg true"
warmoesstraat-37,photo_heading,9.9,photos-2009,2009-10-04,1.0,the shopfront lies along this bearing from the fix
hemonystraat-16,name,Ibiza,placesdata-2011,2011-07-18,0.7,
hemonystraat-16,kind,coffeeshop,placesdata-2011,2011-07-18,0.8,
hemonystraat-16,phone,+31 6 11 11 15 82,placesdata-2011,2011-07-18,0.5,"seventeen years stale, verify before use"
hemonystraat-16,coordinate,"52.357465,4.902097",placesdata-2011,2011-07-18,0.4,geocoded alongside a GooglePlacePage; never eligible for OSM
hemonystraat-16,key_photo,PicturesOriginal/IMG_0633.JPG,photos-2009,2009-10-14,1.0,Apple iPhone 3GS
hemonystraat-16,trading,true,photos-2009,2009-10-14,1.0,"photographed open; presence attested, not a claim about today"
hemonystraat-16,coordinate,"52.3575,4.9021667",photos-2009,2009-10-14,0.9,"own GPS, DOP 3.0, camera bearing 198.9 deg true"
hemonystraat-16,photo_heading,198.9,photos-2009,2009-10-14,1.0,the shopfront lies along this bearing from the fix
achillesstraat-104,name,Jabba,placesdata-2011,2011-07-18,0.7,
achillesstraat-104,kind,coffeeshop,placesdata-2011,2011-07-18,0.8,
achillesstraat-104,phone,+31 20 664 8279,placesdata-2011,2011-07-18,0.5,"seventeen years stale, verify before use"
achillesstraat-104,coordinate,"52.344989,4.864187",placesdata-2011,2011-07-18,0.4,geocoded alongside a GooglePlacePage; never eligible for OSM
achillesstraat-104,key_photo,PicturesOriginal/IMG_0648.JPG,photos-2009,2009-10-14,1.0,Apple iPhone 3GS
achillesstraat-104,trading,true,photos-2009,2009-10-14,1.0,"photographed open; presence attested, not a claim about today"
achillesstraat-104,coordinate,"52.3448333,4.8645",photos-2009,2009-10-14,0.9,"own GPS, DOP 1.0, camera bearing 226.9 deg true"
achillesstraat-104,photo_heading,226.9,photos-2009,2009-10-14,1.0,the shopfront lies along this bearing from the fix
elandsgracht-3,name,Johnny,placesdata-2011,2011-07-18,0.7,
elandsgracht-3,kind,coffeeshop,placesdata-2011,2011-07-18,0.8,
elandsgracht-3,phone,+31 20 638 3984,placesdata-2011,2011-07-18,0.5,"seventeen years stale, verify before use"
elandsgracht-3,coordinate,"52.369884,4.882275",placesdata-2011,2011-07-18,0.4,geocoded alongside a GooglePlacePage; never eligible for OSM
elandsgracht-3,key_photo,PicturesOriginal/IMG_0208.JPG,photos-2009,2009-10-06,1.0,Apple iPhone 3GS
elandsgracht-3,trading,true,photos-2009,2009-10-06,1.0,"photographed open; presence attested, not a claim about today"
elandsgracht-3,coordinate,"52.3701667,4.8821667",photos-2009,2009-10-06,0.9,"own GPS, DOP 3.0, camera bearing 168.9 deg true"
elandsgracht-3,photo_heading,168.9,photos-2009,2009-10-06,1.0,the shopfront lies along this bearing from the fix
nieuwmarkt-4a,name,De Jolly Joker,placesdata-2011,2011-07-18,0.7,
nieuwmarkt-4a,sort_name,Jolly Joker,placesdata-2011,2011-07-18,0.7,
nieuwmarkt-4a,kind,coffeeshop,placesdata-2011,2011-07-18,0.8,
nieuwmarkt-4a,phone,+31 6 53 70 76 95,placesdata-2011,2011-07-18,0.5,"seventeen years stale, verify before use"
nieuwmarkt-4a,coordinate,"52.3730439840823,4.90015916526318",placesdata-2011,2011-07-18,0.4,geocoded alongside a GooglePlacePage; never eligible for OSM
nieuwmarkt-4a,key_photo,PicturesOriginal/IMG_1015.JPG,photos-2009,2009-10-16,1.0,Apple iPhone 3GS
nieuwmarkt-4a,trading,true,photos-2009,2009-10-16,1.0,"photographed open; presence attested, not a claim about today"
nieuwmarkt-4a,coordinate,"52.373,4.9003333",photos-2009,2009-10-16,0.9,"own GPS, DOP 1.0, camera bearing 236.9 deg true"
nieuwmarkt-4a,photo_heading,236.9,photos-2009,2009-10-16,1.0,the shopfront lies along this bearing from the fix
ruysdaelkade-145,name,De Kabouter,placesdata-2011,2011-07-18,0.7,
ruysdaelkade-145,sort_name,Kabouter,placesdata-2011,2011-07-18,0.7,
ruysdaelkade-145,kind,coffeeshop,placesdata-2011,2011-07-18,0.8,
ruysdaelkade-145,phone,+31 20 671 5370,placesdata-2011,2011-07-18,0.5,"seventeen years stale, verify before use"
ruysdaelkade-145,coordinate,"52.353655,4.887276",placesdata-2011,2011-07-18,0.4,geocoded alongside a GooglePlacePage; never eligible for OSM
ruysdaelkade-145,key_photo,PicturesOriginal/IMG_0566.JPG,photos-2009,2009-10-13,1.0,Apple iPhone 3GS
ruysdaelkade-145,trading,true,photos-2009,2009-10-13,1.0,"photographed open; presence attested, not a claim about today"
ruysdaelkade-145,coordinate,"52.3536667,4.8871667",photos-2009,2009-10-13,0.9,"own GPS, DOP 3.0, camera bearing 37.9 deg true"
ruysdaelkade-145,photo_heading,37.9,photos-2009,2009-10-13,1.0,the shopfront lies along this bearing from the fix
stadionkade-107,name,De Kade,placesdata-2011,2011-07-18,0.7,
stadionkade-107,sort_name,Kade,placesdata-2011,2011-07-18,0.7,
stadionkade-107,kind,coffeeshop,placesdata-2011,2011-07-18,0.8,
stadionkade-107,phone,+31 20 673 8102,placesdata-2011,2011-07-18,0.5,"seventeen years stale, verify before use"
stadionkade-107,coordinate,"52.343462,4.864267",placesdata-2011,2011-07-18,0.4,geocoded alongside a GooglePlacePage; never eligible for OSM
stadionkade-107,key_photo,PicturesOriginal/IMG_0656.JPG,photos-2009,2009-10-14,1.0,Apple iPhone 3GS
stadionkade-107,trading,true,photos-2009,2009-10-14,1.0,"photographed open; presence attested, not a claim about today"
stadionkade-107,coordinate,"52.3433333,4.8641667",photos-2009,2009-10-14,0.9,"own GPS, DOP 1.0, camera bearing 299.9 deg true"
stadionkade-107,photo_heading,299.9,photos-2009,2009-10-14,1.0,the shopfront lies along this bearing from the fix
langebrugsteeg-7a,name,Kadinsky 1,placesdata-2011,2011-07-18,0.7,
langebrugsteeg-7a,kind,coffeeshop,placesdata-2011,2011-07-18,0.8,
langebrugsteeg-7a,phone,+31 20 420 2132,placesdata-2011,2011-07-18,0.5,"seventeen years stale, verify before use"
langebrugsteeg-7a,coordinate,"52.369432,4.892859",placesdata-2011,2011-07-18,0.4,geocoded alongside a GooglePlacePage; never eligible for OSM
langebrugsteeg-7a,key_photo,PicturesOriginal/IMG_1054.JPG,photos-2009,2009-10-16,1.0,Apple iPhone 3GS
langebrugsteeg-7a,trading,true,photos-2009,2009-10-16,1.0,"photographed open; presence attested, not a claim about today"
langebrugsteeg-7a,coordinate,"52.3696667,4.8928333",photos-2009,2009-10-16,0.9,"own GPS, DOP 5.0, camera bearing 282.9 deg true"
langebrugsteeg-7a,photo_heading,282.9,photos-2009,2009-10-16,1.0,the shopfront lies along this bearing from the fix
rosmarijnsteeg-9,name,Kadinsky 2,placesdata-2011,2011-07-18,0.7,
rosmarijnsteeg-9,kind,coffeeshop,placesdata-2011,2011-07-18,0.8,
rosmarijnsteeg-9,phone,+31 20 624 7023,placesdata-2011,2011-07-18,0.5,"seventeen years stale, verify before use"
rosmarijnsteeg-9,coordinate,"52.370309,4.889805",placesdata-2011,2011-07-18,0.4,geocoded alongside a GooglePlacePage; never eligible for OSM
rosmarijnsteeg-9,key_photo,PicturesOriginal/IMG_0240.JPG,photos-2009,2009-10-06,1.0,Apple iPhone 3GS
rosmarijnsteeg-9,trading,true,photos-2009,2009-10-06,1.0,"photographed open; presence attested, not a claim about today"
rosmarijnsteeg-9,coordinate,"52.37,4.8893333",photos-2009,2009-10-06,0.6,"own GPS, DOP 10.0, camera bearing 223.9 deg true"
rosmarijnsteeg-9,photo_heading,223.9,photos-2009,2009-10-06,1.0,the shopfront lies along this bearing from the fix
zoutsteeg-14,name,Kadinsky 3,placesdata-2011,2011-07-18,0.7,
zoutsteeg-14,kind,coffeeshop,placesdata-2011,2011-07-18,0.8,
zoutsteeg-14,phone,+31 20 620 4715,placesdata-2011,2011-07-18,0.5,"seventeen years stale, verify before use"
zoutsteeg-14,coordinate,"52.374182,4.893835",placesdata-2011,2011-07-18,0.4,geocoded alongside a GooglePlacePage; never eligible for OSM
zoutsteeg-14,key_photo,PicturesOriginal/IMG_1185.JPG,photos-2009,2009-10-16,1.0,Apple iPhone 3GS
zoutsteeg-14,trading,true,photos-2009,2009-10-16,1.0,"photographed open; presence attested, not a claim about today"
zoutsteeg-14,coordinate,"52.3743333,4.8935",photos-2009,2009-10-16,0.9,"own GPS, DOP 3.0, camera bearing 274.9 deg true"
zoutsteeg-14,photo_heading,274.9,photos-2009,2009-10-16,1.0,the shopfront lies along this bearing from the fix
jan-pieter-heijestraat-82,name,Kashmir,placesdata-2011,2011-07-18,0.7,
jan-pieter-heijestraat-82,kind,coffeeshop,placesdata-2011,2011-07-18,0.8,
jan-pieter-heijestraat-82,phone,+31 20 618 0683,placesdata-2011,2011-07-18,0.5,"seventeen years stale, verify before use"
jan-pieter-heijestraat-82,coordinate,"52.363996,4.862915",placesdata-2011,2011-07-18,0.4,geocoded alongside a GooglePlacePage; never eligible for OSM
jan-pieter-heijestraat-82,key_photo,PicturesOriginal/IMG_0797.JPG,photos-2009,2009-10-14,1.0,Apple iPhone 3GS
jan-pieter-heijestraat-82,trading,true,photos-2009,2009-10-14,1.0,"photographed open; presence attested, not a claim about today"
jan-pieter-heijestraat-82,coordinate,"52.3638333,4.8631667",photos-2009,2009-10-14,0.9,"own GPS, DOP 3.0, camera bearing 300.9 deg true"
jan-pieter-heijestraat-82,photo_heading,300.9,photos-2009,2009-10-14,1.0,the shopfront lies along this bearing from the fix
1e-van-der-helststraat-70,name,Katsu,placesdata-2011,2011-07-18,0.7,
1e-van-der-helststraat-70,kind,coffeeshop,placesdata-2011,2011-07-18,0.8,
1e-van-der-helststraat-70,phone,+31 20 657 2617,placesdata-2011,2011-07-18,0.5,"seventeen years stale, verify before use"
1e-van-der-helststraat-70,website,http://www.katsu.nl,placesdata-2011,2011-07-18,0.4,
1e-van-der-helststraat-70,coordinate,"52.354792,4.893235",placesdata-2011,2011-07-18,0.4,geocoded alongside a GooglePlacePage; never eligible for OSM
1e-van-der-helststraat-70,key_photo,PicturesOriginal/IMG_0576.JPG,photos-2009,2009-10-13,1.0,Apple iPhone 3GS
1e-van-der-helststraat-70,trading,true,photos-2009,2009-10-13,1.0,"photographed open; presence attested, not a claim about today"
1e-van-der-helststraat-70,coordinate,"52.3548333,4.8935",photos-2009,2009-10-13,0.9,"own GPS, DOP 3.0, camera bearing 233.9 deg true"
1e-van-der-helststraat-70,photo_heading,233.9,photos-2009,2009-10-13,1.0,the shopfront lies along this bearing from the fix
van-woustraat-193,name,De Keeper,placesdata-2011,2011-07-18,0.7,
van-woustraat-193,sort_name,Keeper,placesdata-2011,2011-07-18,0.7,
van-woustraat-193,kind,coffeeshop,placesdata-2011,2011-07-18,0.8,
van-woustraat-193,phone,+31 20 673 2972,placesdata-2011,2011-07-18,0.5,"seventeen years stale, verify before use"
van-woustraat-193,coordinate,"52.35112,4.903618",placesdata-2011,2011-07-18,0.4,geocoded alongside a GooglePlacePage; never eligible for OSM
van-woustraat-193,key_photo,PicturesOriginal/IMG_0527.JPG,photos-2009,2009-10-13,1.0,Apple iPhone 3GS
van-woustraat-193,trading,true,photos-2009,2009-10-13,1.0,"photographed open; presence attested, not a claim about today"
van-woustraat-193,coordinate,"52.3511667,4.9035",photos-2009,2009-10-13,0.9,"own GPS, DOP 3.0, camera bearing 16.9 deg true"
van-woustraat-193,photo_heading,16.9,photos-2009,2009-10-13,1.0,the shopfront lies along this bearing from the fix
rietwijkerstraat-30,name,De Kroon 3,placesdata-2011,2011-07-18,0.7,
rietwijkerstraat-30,sort_name,Kroon 3,placesdata-2011,2011-07-18,0.7,
rietwijkerstraat-30,kind,coffeeshop,placesdata-2011,2011-07-18,0.8,
rietwijkerstraat-30,phone,+31 6 21 60 23 68,placesdata-2011,2011-07-18,0.5,"seventeen years stale, verify before use"
rietwijkerstraat-30,coordinate,"52.349375,4.849349",placesdata-2011,2011-07-18,0.4,geocoded alongside a GooglePlacePage; never eligible for OSM
rietwijkerstraat-30,key_photo,PicturesOriginal/IMG_0670.JPG,photos-2009,2009-10-14,1.0,Apple iPhone 3GS
rietwijkerstraat-30,trading,true,photos-2009,2009-10-14,1.0,"photographed open; presence attested, not a claim about today"
rietwijkerstraat-30,coordinate,"52.3493333,4.8493333",photos-2009,2009-10-14,0.9,"own GPS, DOP 3.0, camera bearing 331.9 deg true"
rietwijkerstraat-30,photo_heading,331.9,photos-2009,2009-10-14,1.0,the shopfront lies along this bearing from the fix
oudebrugsteeg-26,name,De Kroon II,placesdata-2011,2011-07-18,0.7,
oudebrugsteeg-26,sort_name,Kroon II,placesdata-2011,2011-07-18,0.7,
oudebrugsteeg-26,kind,coffeeshop,placesdata-2011,2011-07-18,0.8,
oudebrugsteeg-26,phone,+31 20 330 7805,placesdata-2011,2011-07-18,0.5,"seventeen years stale, verify before use"
oudebrugsteeg-26,coordinate,"52.375974,4.896001",placesdata-2011,2011-07-18,0.4,geocoded alongside a GooglePlacePage; never eligible for OSM
oudebrugsteeg-26,key_photo,PicturesOriginal/IMG_0292.JPG,photos-2009,2009-10-06,1.0,Apple iPhone 3GS
oudebrugsteeg-26,trading,true,photos-2009,2009-10-06,1.0,"photographed open; presence attested, not a claim about today"
oudebrugsteeg-26,coordinate,"52.3756667,4.8963333",photos-2009,2009-10-06,0.6,"own GPS, camera bearing 316.9 deg true"
oudebrugsteeg-26,photo_heading,316.9,photos-2009,2009-10-06,1.0,the shopfront lies along this bearing from the fix
vijzelgracht-47,name,Little,placesdata-2011,2011-07-18,0.7,
vijzelgracht-47,kind,coffeeshop,placesdata-2011,2011-07-18,0.8,
vijzelgracht-47,phone,+31 20 420 1386,placesdata-2011,2011-07-18,0.5,"seventeen years stale, verify before use"
vijzelgracht-47,coordinate,"52.360603,4.891307",placesdata-2011,2011-07-18,0.4,geocoded alongside a GooglePlacePage; never eligible for OSM
vijzelgracht-47,key_photo,PicturesOriginal/IMG_0433.JPG,photos-2009,2009-10-08,1.0,Apple iPhone 3GS
vijzelgracht-47,trading,true,photos-2009,2009-10-08,1.0,"photographed open; presence attested, not a claim about today"
vijzelgracht-47,coordinate,"52.3608333,4.891",photos-2009,2009-10-08,0.9,"own GPS, DOP 5.0, camera bearing 156.9 deg true"
vijzelgracht-47,photo_heading,156.9,photos-2009,2009-10-08,1.0,the shopfront lies along this bearing from the fix
jan-van-galenstraat-285,name,Loft,placesdata-2011,2011-07-18,0.7,
jan-van-galenstraat-285,kind,coffeeshop,placesdata-2011,2011-07-18,0.8,
jan-van-galenstraat-285,phone,+31 20 612 6953,placesdata-2011,2011-07-18,0.5,"seventeen years stale, verify before use"
jan-van-galenstraat-285,website,http://www.coffeeshoploft.nl,placesdata-2011,2011-07-18,0.4,
jan-van-galenstraat-285,coordinate,"52.372717,4.848827",placesdata-2011,2011-07-18,0.4,geocoded alongside a GooglePlacePage; never eligible for OSM
jan-van-galenstraat-285,key_photo,PicturesOriginal/IMG_0719.JPG,photos-2009,2009-10-14,1.0,Apple iPhone 3GS
jan-van-galenstraat-285,trading,true,photos-2009,2009-10-14,1.0,"photographed open; presence attested, not a claim about today"
jan-van-galenstraat-285,coordinate,"52.3728333,4.8491667",photos-2009,2009-10-14,0.9,"own GPS, DOP 3.0, camera bearing 106.9 deg true"
jan-van-galenstraat-285,photo_heading,106.9,photos-2009,2009-10-14,1.0,the shopfront lies along this bearing from the fix
3e-oosterparkstraat-142,name,Los Angeles,placesdata-2011,2011-07-18,0.7,
3e-oosterparkstraat-142,kind,coffeeshop,placesdata-2011,2011-07-18,0.8,
3e-oosterparkstraat-142,phone,+31 20 777 2776,placesdata-2011,2011-07-18,0.5,"seventeen years stale, verify before use"
3e-oosterparkstraat-142,coordinate,"52.357046,4.919515",placesdata-2011,2011-07-18,0.4,geocoded alongside a GooglePlacePage; never eligible for OSM
3e-oosterparkstraat-142,key_photo,PicturesOriginal/IMG_0502.JPG,photos-2009,2009-10-13,1.0,Apple iPhone 3GS
3e-oosterparkstraat-142,trading,true,photos-2009,2009-10-13,1.0,"photographed open; presence attested, not a claim about today"
3e-oosterparkstraat-142,coordinate,"52.3571667,4.9193333",photos-2009,2009-10-13,0.6,"own GPS, camera bearing 24.9 deg true"
3e-oosterparkstraat-142,photo_heading,24.9,photos-2009,2009-10-13,1.0,the shopfront lies along this bearing from the fix
frederik-hendrikstraat-22,name,Lucifera,placesdata-2011,2011-07-18,0.7,
frederik-hendrikstraat-22,kind,coffeeshop,placesdata-2011,2011-07-18,0.8,
frederik-hendrikstraat-22,phone,+31 20 686 8408,placesdata-2011,2011-07-18,0.5,"seventeen years stale, verify before use"
frederik-hendrikstraat-22,coordinate,"52.377767,4.874581",placesdata-2011,2011-07-18,0.4,geocoded alongside a GooglePlacePage; never eligible for OSM
frederik-hendrikstraat-22,key_photo,PicturesOriginal/IMG_0923.JPG,photos-2009,2009-10-15,1.0,Apple iPhone 3GS
frederik-hendrikstraat-22,trading,true,photos-2009,2009-10-15,1.0,"photographed open; presence attested, not a claim about today"
frederik-hendrikstraat-22,coordinate,"52.3778333,4.8746667",photos-2009,2009-10-15,0.9,"own GPS, DOP 0.5, camera bearing 136.9 deg true"
frederik-hendrikstraat-22,photo_heading,136.9,photos-2009,2009-10-15,1.0,the shopfront lies along this bearing from the fix
herengracht-287,name,Magic,placesdata-2011,2011-07-18,0.7,
herengracht-287,kind,coffeeshop,placesdata-2011,2011-07-18,0.8,
herengracht-287,phone,+31 20 771 5093,placesdata-2011,2011-07-18,0.5,"seventeen years stale, verify before use"
herengracht-287,coordinate,"52.370863,4.887405",placesdata-2011,2011-07-18,0.4,geocoded alongside a GooglePlacePage; never eligible for OSM
herengracht-287,key_photo,PicturesOriginal/IMG_1208.JPG,photos-2009,2009-10-16,1.0,Apple iPhone 3GS
herengracht-287,trading,true,photos-2009,2009-10-16,1.0,"photographed open; presence attested, not a claim about today"
herengracht-287,coordinate,"52.3706667,4.887",photos-2009,2009-10-16,0.9,"own GPS, DOP 3.0, camera bearing 34.9 deg true"
herengracht-287,photo_heading,34.9,photos-2009,2009-10-16,1.0,the shopfront lies along this bearing from the fix
witte-de-withstraat-106,name,El Marssa,placesdata-2011,2011-07-18,0.7,
witte-de-withstraat-106,sort_name,Marssa,placesdata-2011,2011-07-18,0.7,
witte-de-withstraat-106,kind,coffeeshop,placesdata-2011,2011-07-18,0.8,
witte-de-withstraat-106,phone,+31 20 683 1261,placesdata-2011,2011-07-18,0.5,"seventeen years stale, verify before use"
witte-de-withstraat-106,coordinate,"52.368892,4.859286",placesdata-2011,2011-07-18,0.4,geocoded alongside a GooglePlacePage; never eligible for OSM
witte-de-withstraat-106,key_photo,PicturesOriginal/IMG_0808.JPG,photos-2009,2009-10-14,1.0,Apple iPhone 3GS
witte-de-withstraat-106,trading,true,photos-2009,2009-10-14,1.0,"photographed open; presence attested, not a claim about today"
witte-de-withstraat-106,coordinate,"52.369,4.8593333",photos-2009,2009-10-14,0.9,"own GPS, DOP 3.0, camera bearing 281.9 deg true"
witte-de-withstraat-106,photo_heading,281.9,photos-2009,2009-10-14,1.0,the shopfront lies along this bearing from the fix
chassestraat-4,name,Massawa,placesdata-2011,2011-07-18,0.7,
chassestraat-4,kind,coffeeshop,placesdata-2011,2011-07-18,0.8,
chassestraat-4,phone,+31 20 689 4377,placesdata-2011,2011-07-18,0.5,"seventeen years stale, verify before use"
chassestraat-4,coordinate,"52.367439,4.862067",placesdata-2011,2011-07-18,0.4,geocoded alongside a GooglePlacePage; never eligible for OSM
chassestraat-4,key_photo,PicturesOriginal/IMG_0814.JPG,photos-2009,2009-10-14,1.0,Apple iPhone 3GS
chassestraat-4,trading,true,photos-2009,2009-10-14,1.0,"photographed open; presence attested, not a claim about today"
chassestraat-4,coordinate,"52.3673333,4.862",photos-2009,2009-10-14,0.9,"own GPS, DOP 3.0, camera bearing 295.9 deg true"
chassestraat-4,photo_heading,295.9,photos-2009,2009-10-14,1.0,the shopfront lies along this bearing from the fix
spuistraat-80,name,Mediterranné,placesdata-2011,2011-07-18,0.7,
spuistraat-80,kind,coffeeshop,placesdata-2011,2011-07-18,0.8,
spuistraat-80,phone,+31 20 620 0140,placesdata-2011,2011-07-18,0.5,"seventeen years stale, verify before use"
spuistraat-80,coordinate,"52.375582,4.891412",placesdata-2011,2011-07-18,0.4,geocoded alongside a GooglePlacePage; never eligible for OSM
spuistraat-80,key_photo,PicturesOriginal/IMG_0328.JPG,photos-2009,2009-10-06,1.0,Apple iPhone 3GS
spuistraat-80,trading,true,photos-2009,2009-10-06,1.0,"photographed open; presence attested, not a claim about today"
spuistraat-80,coordinate,"52.376,4.8916667",photos-2009,2009-10-06,0.6,"own GPS, DOP 10.0, camera bearing 270.9 deg true"
spuistraat-80,photo_heading,270.9,photos-2009,2009-10-06,1.0,the shopfront lies along this bearing from the fix
agatha-dekenstraat-40,name,Melilla,placesdata-2011,2011-07-18,0.7,
agatha-dekenstraat-40,kind,coffeeshop,placesdata-2011,2011-07-18,0.8,
agatha-dekenstraat-40,phone,+31 20 612 2278,placesdata-2011,2011-07-18,0.5,"seventeen years stale, verify before use"
agatha-dekenstraat-40,coordinate,"52.368655,4.866801",placesdata-2011,2011-07-18,0.4,geocoded alongside a GooglePlacePage; never eligible for OSM
agatha-dekenstraat-40,key_photo,PicturesOriginal/IMG_0897.JPG,photos-2009,2009-10-15,1.0,Apple iPhone 3GS
agatha-dekenstraat-40,trading,true,photos-2009,2009-10-15,1.0,"photographed open; presence attested, not a claim about today"
agatha-dekenstraat-40,coordinate,"52.3688333,4.867",photos-2009,2009-10-15,0.9,"own GPS, DOP 5.0, camera bearing 186.9 deg true"
agatha-dekenstraat-40,photo_heading,186.9,photos-2009,2009-10-15,1.0,the shopfront lies along this bearing from the fix
vijzelgracht-33,name,Mellow Yellow,placesdata-2011,2011-07-18,0.7,
vijzelgracht-33,kind,coffeeshop,placesdata-2011,2011-07-18,0.8,
vijzelgracht-33,phone,+31 20 634 0436,placesdata-2011,2011-07-18,0.5,"seventeen years stale, verify before use"
vijzelgracht-33,website,http://mellow-yellow.nl,placesdata-2011,2011-07-18,0.4,
vijzelgracht-33,coordinate,"52.361029,4.891539",placesdata-2011,2011-07-18,0.4,geocoded alongside a GooglePlacePage; never eligible for OSM
vijzelgracht-33,key_photo,PicturesOriginal/IMG_0160.JPG,photos-2009,2009-10-06,1.0,Apple iPhone 3GS
vijzelgracht-33,trading,true,photos-2009,2009-10-06,1.0,"photographed open; presence attested, not a claim about today"
vijzelgracht-33,coordinate,"52.3611667,4.8913333",photos-2009,2009-10-06,0.6,"own GPS, camera bearing 36.9 deg true"
vijzelgracht-33,photo_heading,36.9,photos-2009,2009-10-06,1.0,the shopfront lies along this bearing from the fix
jan-hanzenstraat-109,name,Millennium,placesdata-2011,2011-07-18,0.7,
jan-hanzenstraat-109,kind,coffeeshop,placesdata-2011,2011-07-18,0.8,
jan-hanzenstraat-109,phone,+31 6 34 05 99 03,placesdata-2011,2011-07-18,0.5,"seventeen years stale, verify before use"
jan-hanzenstraat-109,coordinate,"52.367457,4.864146",placesdata-2011,2011-07-18,0.4,geocoded alongside a GooglePlacePage; never eligible for OSM
jan-hanzenstraat-109,key_photo,PicturesOriginal/IMG_0789.JPG,photos-2009,2009-10-14,1.0,Apple iPhone 3GS
jan-hanzenstraat-109,trading,true,photos-2009,2009-10-14,1.0,"photographed open; presence attested, not a claim about today"
jan-hanzenstraat-109,coordinate,"52.3676667,4.8638333",photos-2009,2009-10-14,0.9,"own GPS, DOP 3.0, camera bearing 97.9 deg true"
jan-hanzenstraat-109,photo_heading,97.9,photos-2009,2009-10-14,1.0,the shopfront lies along this bearing from the fix
spuistraat-118,name,Monaco,placesdata-2011,2011-07-18,0.7,
spuistraat-118,kind,coffeeshop,placesdata-2011,2011-07-18,0.8,
spuistraat-118,phone,+31 20 627 5138,placesdata-2011,2011-07-18,0.5,"seventeen years stale, verify before use"
spuistraat-118,coordinate,"52.374641,4.890256",placesdata-2011,2011-07-18,0.4,geocoded alongside a GooglePlacePage; never eligible for OSM
spuistraat-118,key_photo,PicturesOriginal/IMG_0325.JPG,photos-2009,2009-10-06,1.0,Apple iPhone 3GS
spuistraat-118,trading,true,photos-2009,2009-10-06,1.0,"photographed open; presence attested, not a claim about today"
spuistraat-118,coordinate,"52.3746667,4.8905",photos-2009,2009-10-06,0.9,"own GPS, DOP 3.0, camera bearing 303.9 deg true"
spuistraat-118,photo_heading,303.9,photos-2009,2009-10-06,1.0,the shopfront lies along this bearing from the fix
krugerplein-22,name,Nachtegaal,placesdata-2011,2011-07-18,0.7,
krugerplein-22,kind,coffeeshop,placesdata-2011,2011-07-18,0.8,
krugerplein-22,phone,+31 20 663 5599,placesdata-2011,2011-07-18,0.5,"seventeen years stale, verify before use"
krugerplein-22,coordinate,"52.354082,4.919255",placesdata-2011,2011-07-18,0.4,geocoded alongside a GooglePlacePage; never eligible for OSM
krugerplein-22,key_photo,PicturesOriginal/IMG_0498.JPG,photos-2009,2009-10-13,1.0,Apple iPhone 3GS
krugerplein-22,trading,true,photos-2009,2009-10-13,1.0,"photographed open; presence attested, not a claim about today"
krugerplein-22,coordinate,"52.354,4.9193333",photos-2009,2009-10-13,0.9,"own GPS, DOP 3.0, camera bearing 339.9 deg true"
krugerplein-22,photo_heading,339.9,photos-2009,2009-10-13,1.0,the shopfront lies along this bearing from the fix
spuistraat-260,name,New Times,placesdata-2011,2011-07-18,0.7,
spuistraat-260,kind,coffeeshop,placesdata-2011,2011-07-18,0.8,
spuistraat-260,phone,+31 6 51 89 28 98,placesdata-2011,2011-07-18,0.5,"seventeen years stale, verify before use"
spuistraat-260,coordinate,"52.370597,4.888888",placesdata-2011,2011-07-18,0.4,geocoded alongside a GooglePlacePage; never eligible for OSM
spuistraat-260,key_photo,PicturesOriginal/IMG_0235.JPG,photos-2009,2009-10-06,1.0,Apple iPhone 3GS
spuistraat-260,trading,true,photos-2009,2009-10-06,1.0,"photographed open; presence attested, not a claim about today"
spuistraat-260,coordinate,"52.3708333,4.8891667",photos-2009,2009-10-06,0.6,"own GPS, camera bearing 199.9 deg true"
spuistraat-260,photo_heading,199.9,photos-2009,2009-10-06,1.0,the shopfront lies along this bearing from the fix
linnaeusstraat-83,name,New York,placesdata-2011,2011-07-18,0.7,
linnaeusstraat-83,kind,coffeeshop,placesdata-2011,2011-07-18,0.8,
